"YEAR","AGE_GROUP","METRIC","FINES","STATE"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",1332,"VIC"
2024,"40-64","Speed Fines",14324,"VIC"
2024,"40-64","Speed Fines",12246,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",289,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",386,"VIC"
2024,"65 and over","Speed Fines",4359,"VIC"
2024,"65 and over","Speed Fines",3636,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Speed Fines",1,"VIC"
2024,"17-25","Speed Fines",86,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Speed Fines",0,"VIC"
2024,"26-39","Speed Fines",256,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Speed Fines",3,"VIC"
2024,"40-64","Speed Fines",420,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Speed Fines",11,"VIC"
2024,"65 and over","Speed Fines",247,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Speed Fines",0,"VIC"
2024,"17-25","Speed Fines",0,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Speed Fines",0,"VIC"
2024,"26-39","Speed Fines",0,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Speed Fines",0,"VIC"
2024,"40-64","Speed Fines",0,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Speed Fines",0,"VIC"
2024,"65 and over","Speed Fines",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",2,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",3,"VIC"
2024,"0-16","Unlicensed Driving",7,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",305,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",123,"VIC"
2024,"17-25","Speed Fines",242,"VIC"
2024,"17-25","Speed Fines",0,"VIC"
2024,"17-25","Speed Fines",2548,"VIC"
2024,"17-25","Unlicensed Driving",213,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",650,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",231,"VIC"
2024,"26-39","Speed Fines",629,"VIC"
2024,"26-39","Speed Fines",0,"VIC"
2024,"26-39","Speed Fines",4832,"VIC"
2024,"26-39","Unlicensed Driving",400,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",516,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",184,"VIC"
2024,"40-64","Speed Fines",880,"VIC"
2024,"40-64","Speed Fines",0,"VIC"
2024,"40-64","Speed Fines",5536,"VIC"
2024,"40-64","Unlicensed Driving",205,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",55,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",32,"VIC"
2024,"65 and over","Speed Fines",205,"VIC"
2024,"65 and over","Speed Fines",0,"VIC"
2024,"65 and over","Speed Fines",1257,"VIC"
2024,"65 and over","Unlicensed Driving",21,"VIC"
2024,"0-16","Speed Fines",3,"WA"
2024,"0-16","Speed Fines",6,"WA"
2024,"0-16","Speed Fines",17,"WA"
2024,"0-16","Speed Fines",3,"WA"
2024,"0-16","Unlicensed Driving",0,"WA"
2024,"17-25","Mobile Phone Use",61,"WA"
2024,"17-25","Mobile Phone Use",0,"WA"
2024,"17-25","Non Wearing Seatbelts",56,"WA"
2024,"17-25","Non Wearing Seatbelts",0,"WA"
2024,"17-25","Speed Fines",210,"WA"
2024,"17-25","Speed Fines",1023,"WA"
2024,"17-25","Speed Fines",4462,"WA"
2024,"17-25","Speed Fines",851,"WA"
2024,"17-25","Speed Fines",702,"WA"
2024,"17-25","Speed Fines",0,"WA"
2024,"17-25","Unlicensed Driving",39,"WA"
2024,"26-39","Mobile Phone Use",124,"WA"
2024,"26-39","Mobile Phone Use",0,"WA"
2024,"26-39","Non Wearing Seatbelts",67,"WA"
2024,"26-39","Non Wearing Seatbelts",0,"WA"
2024,"26-39","Speed Fines",491,"WA"
2024,"26-39","Speed Fines",3195,"WA"
2024,"26-39","Speed Fines",10967,"WA"
2024,"26-39","Speed Fines",1736,"WA"
2024,"26-39","Speed Fines",2523,"WA"
2024,"26-39","Speed Fines",0,"WA"
2024,"26-39","Unlicensed Driving",89,"WA"
2024,"40-64","Mobile Phone Use",63,"WA"
2024,"40-64","Mobile Phone Use",0,"WA"
2024,"40-64","Non Wearing Seatbelts",48,"WA"
2024,"40-64","Non Wearing Seatbelts",0,"WA"
2024,"40-64","Speed Fines",591,"WA"
2024,"40-64","Speed Fines",4664,"WA"
2024,"40-64","Speed Fines",15718,"WA"
2024,"40-64","Speed Fines",2035,"WA"
2024,"40-64","Speed Fines",5584,"WA"
2024,"40-64","Speed Fines",0,"WA"
2024,"40-64","Unlicensed Driving",64,"WA"
2024,"65 and over","Mobile Phone Use",11,"WA"
2024,"65 and over","Mobile Phone Use",0,"WA"
2024,"65 and over","Non Wearing Seatbelts",13,"WA"
2024,"65 and over","Non Wearing Seatbelts",0,"WA"
2024,"65 and over","Speed Fines",112,"WA"
2024,"65 and over","Speed Fines",1239,"WA"
2024,"65 and over","Speed Fines",3816,"WA"
2024,"65 and over","Speed Fines",390,"WA"
2024,"65 and over","Speed Fines",1788,"WA"
2024,"65 and over","Speed Fines",0,"WA"
2024,"65 and over","Unlicensed Driving",13,"WA"
2024,"0-16","Mobile Phone Use",2,"ACT"
2024,"0-16","Speed Fines",6,"ACT"
2024,"17-25","Mobile Phone Use",485,"ACT"
2024,"17-25","Mobile Phone Use",5,"ACT"
2024,"17-25","Speed Fines",460,"ACT"
2024,"17-25","Speed Fines",217,"ACT"
2024,"17-25","Speed Fines",64,"ACT"
2024,"17-25","Unlicensed Driving",5,"ACT"
2024,"26-39","Mobile Phone Use",1394,"ACT"
2024,"26-39","Mobile Phone Use",6,"ACT"
2024,"26-39","Non Wearing Seatbelts",1,"ACT"
2024,"26-39","Speed Fines",1046,"ACT"
2024,"26-39","Speed Fines",492,"ACT"
2024,"26-39","Speed Fines",82,"ACT"
2024,"26-39","Unlicensed Driving",11,"ACT"
2024,"40-64","Mobile Phone Use",1309,"ACT"
2024,"40-64","Mobile Phone Use",7,"ACT"
2024,"40-64","Speed Fines",1662,"ACT"
2024,"40-64","Speed Fines",656,"ACT"
2024,"40-64","Speed Fines",74,"ACT"
2024,"40-64","Unlicensed Driving",9,"ACT"
2024,"65 and over","Mobile Phone Use",128,"ACT"
2024,"65 and over","Speed Fines",592,"ACT"
2024,"65 and over","Speed Fines",223,"ACT"
2024,"65 and over","Speed Fines",12,"ACT"
2024,"65 and over","Unlicensed Driving",0,"ACT"
2024,"0-16","Non Wearing Seatbelts",1,"NSW"
2024,"0-16","Speed Fines",7,"NSW"
2024,"0-16","Unlicensed Driving",1,"NSW"
2024,"17-25","Mobile Phone Use",46,"NSW"
2024,"17-25","Non Wearing Seatbelts",85,"NSW"
2024,"17-25","Speed Fines",1347,"NSW"
2024,"17-25","Unlicensed Driving",23,"NSW"
2024,"26-39","Mobile Phone Use",68,"NSW"
2024,"26-39","Non Wearing Seatbelts",135,"NSW"
2024,"26-39","Speed Fines",2163,"NSW"
2024,"26-39","Unlicensed Driving",86,"NSW"
2024,"40-64","Mobile Phone Use",47,"NSW"
2024,"40-64","Non Wearing Seatbelts",77,"NSW"
2024,"40-64","Speed Fines",2318,"NSW"
2024,"40-64","Unlicensed Driving",59,"NSW"
2024,"65 and over","Mobile Phone Use",2,"NSW"
2024,"65 and over","Non Wearing Seatbelts",18,"NSW"
2024,"65 and over","Speed Fines",494,"NSW"
2024,"65 and over","Unlicensed Driving",10,"NSW"
2024,"0-16","Mobile Phone Use",4,"NSW"
2024,"0-16","Non Wearing Seatbelts",7,"NSW"
2024,"0-16","Speed Fines",9,"NSW"
2024,"0-16","Unlicensed Driving",2,"NSW"
2024,"17-25","Mobile Phone Use",392,"NSW"
2024,"17-25","Non Wearing Seatbelts",110,"NSW"
2024,"17-25","Speed Fines",2022,"NSW"
2024,"17-25","Unlicensed Driving",188,"NSW"
2024,"26-39","Mobile Phone Use",357,"NSW"
2024,"26-39","Non Wearing Seatbelts",156,"NSW"
2024,"26-39","Speed Fines",2170,"NSW"
2024,"26-39","Unlicensed Driving",193,"NSW"
2024,"40-64","Mobile Phone Use",270,"NSW"
2024,"40-64","Non Wearing Seatbelts",124,"NSW"
2024,"40-64","Speed Fines",1995,"NSW"
2024,"40-64","Unlicensed Driving",107,"NSW"
2024,"65 and over","Mobile Phone Use",35,"NSW"
2024,"65 and over","Non Wearing Seatbelts",22,"NSW"
2024,"65 and over","Speed Fines",284,"NSW"
2024,"65 and over","Unlicensed Driving",11,"NSW"
2024,"0-16","Non Wearing Seatbelts",1,"NSW"
2024,"0-16","Speed Fines",1,"NSW"
2024,"0-16","Unlicensed Driving",0,"NSW"
2024,"17-25","Mobile Phone Use",10,"NSW"
2024,"17-25","Non Wearing Seatbelts",18,"NSW"
2024,"17-25","Speed Fines",348,"NSW"
2024,"17-25","Unlicensed Driving",8,"NSW"
2024,"26-39","Mobile Phone Use",6,"NSW"
2024,"26-39","Non Wearing Seatbelts",23,"NSW"
2024,"26-39","Speed Fines",590,"NSW"
2024,"26-39","Unlicensed Driving",27,"NSW"
2024,"40-64","Mobile Phone Use",11,"NSW"
2024,"40-64","Non Wearing Seatbelts",18,"NSW"
2024,"40-64","Speed Fines",686,"NSW"
2024,"40-64","Unlicensed Driving",23,"NSW"
2024,"65 and over","Mobile Phone Use",3,"NSW"
2024,"65 and over","Non Wearing Seatbelts",5,"NSW"
2024,"65 and over","Speed Fines",174,"NSW"
2024,"65 and over","Unlicensed Driving",1,"NSW"
2024,"0-16","Unlicensed Driving",0,"NSW"
2024,"17-25","Non Wearing Seatbelts",2,"NSW"
2024,"17-25","Speed Fines",29,"NSW"
2024,"17-25","Unlicensed Driving",0,"NSW"
2024,"26-39","Mobile Phone Use",1,"NSW"
2024,"26-39","Non Wearing Seatbelts",5,"NSW"
2024,"26-39","Speed Fines",37,"NSW"
2024,"26-39","Unlicensed Driving",4,"NSW"
2024,"40-64","Non Wearing Seatbelts",3,"NSW"
2024,"40-64","Speed Fines",51,"NSW"
2024,"40-64","Unlicensed Driving",0,"NSW"
2024,"65 and over","Speed Fines",6,"NSW"
2024,"0-16","Unlicensed Driving",0,"NSW"
2024,"17-25","Mobile Phone Use",2,"NSW"
2024,"17-25","Non Wearing Seatbelts",6,"NSW"
2024,"17-25","Speed Fines",31,"NSW"
2024,"17-25","Unlicensed Driving",1,"NSW"
2024,"26-39","Mobile Phone Use",2,"NSW"
2024,"26-39","Non Wearing Seatbelts",10,"NSW"
2024,"26-39","Speed Fines",46,"NSW"
2024,"26-39","Unlicensed Driving",1,"NSW"
2024,"40-64","Mobile Phone Use",1,"NSW"
2024,"40-64","Non Wearing Seatbelts",6,"NSW"
2024,"40-64","Speed Fines",47,"NSW"
2024,"40-64","Unlicensed Driving",1,"NSW"
2024,"65 and over","Mobile Phone Use",1,"NSW"
2024,"65 and over","Speed Fines",7,"NSW"
2024,"65 and over","Unlicensed Driving",0,"NSW"
2024,"0-16","Unlicensed Driving",0,"NSW"
2024,"17-25","Speed Fines",2,"NSW"
2024,"17-25","Unlicensed Driving",0,"NSW"
2024,"26-39","Non Wearing Seatbelts",0,"NSW"
2024,"26-39","Speed Fines",3,"NSW"
2024,"26-39","Unlicensed Driving",0,"NSW"
2024,"40-64","Speed Fines",7,"NSW"
2024,"40-64","Unlicensed Driving",1,"NSW"
2024,"0-16","Non Wearing Seatbelts",0,"NT"
2024,"0-16","Speed Fines",2,"NT"
2024,"0-16","Speed Fines",3,"NT"
2024,"0-16","Speed Fines",0,"NT"
2024,"0-16","Speed Fines",2,"NT"
2024,"0-16","Unlicensed Driving",0,"NT"
2024,"17-25","Mobile Phone Use",8,"NT"
2024,"17-25","Non Wearing Seatbelts",36,"NT"
2024,"17-25","Speed Fines",122,"NT"
2024,"17-25","Speed Fines",352,"NT"
2024,"17-25","Speed Fines",0,"NT"
2024,"17-25","Speed Fines",38,"NT"
2024,"17-25","Unlicensed Driving",7,"NT"
2024,"26-39","Mobile Phone Use",15,"NT"
2024,"26-39","Non Wearing Seatbelts",60,"NT"
2024,"26-39","Speed Fines",355,"NT"
2024,"26-39","Speed Fines",866,"NT"
2024,"26-39","Speed Fines",0,"NT"
2024,"26-39","Speed Fines",67,"NT"
2024,"26-39","Unlicensed Driving",22,"NT"
2024,"40-64","Mobile Phone Use",9,"NT"
2024,"40-64","Non Wearing Seatbelts",47,"NT"
2024,"40-64","Speed Fines",550,"NT"
2024,"40-64","Speed Fines",952,"NT"
2024,"40-64","Speed Fines",0,"NT"
2024,"40-64","Speed Fines",84,"NT"
2024,"40-64","Unlicensed Driving",13,"NT"
2024,"65 and over","Non Wearing Seatbelts",5,"NT"
2024,"65 and over","Speed Fines",109,"NT"
2024,"65 and over","Speed Fines",235,"NT"
2024,"65 and over","Speed Fines",0,"NT"
2024,"65 and over","Speed Fines",8,"NT"
2024,"0-16","Mobile Phone Use",152,"QLD"
2024,"0-16","Non Wearing Seatbelts",42,"QLD"
2024,"0-16","Non Wearing Seatbelts",1,"QLD"
2024,"0-16","Speed Fines",587,"QLD"
2024,"0-16","Speed Fines",744,"QLD"
2024,"0-16","Speed Fines",2,"QLD"
2024,"0-16","Unlicensed Driving",47,"QLD"
2024,"17-25","Mobile Phone Use",756,"QLD"
2024,"17-25","Mobile Phone Use",51,"QLD"
2024,"17-25","Non Wearing Seatbelts",351,"QLD"
2024,"17-25","Non Wearing Seatbelts",59,"QLD"
2024,"17-25","Speed Fines",2593,"QLD"
2024,"17-25","Speed Fines",4773,"QLD"
2024,"17-25","Speed Fines",1808,"QLD"
2024,"17-25","Unlicensed Driving",531,"QLD"
2024,"26-39","Mobile Phone Use",2275,"QLD"
2024,"26-39","Mobile Phone Use",103,"QLD"
2024,"26-39","Non Wearing Seatbelts",877,"QLD"
2024,"26-39","Non Wearing Seatbelts",99,"QLD"
2024,"26-39","Speed Fines",5803,"QLD"
2024,"26-39","Speed Fines",9828,"QLD"
2024,"26-39","Speed Fines",2718,"QLD"
2024,"26-39","Unlicensed Driving",836,"QLD"
2024,"40-64","Mobile Phone Use",2422,"QLD"
2024,"40-64","Mobile Phone Use",60,"QLD"
2024,"40-64","Non Wearing Seatbelts",951,"QLD"
2024,"40-64","Non Wearing Seatbelts",83,"QLD"
2024,"40-64","Speed Fines",8328,"QLD"
2024,"40-64","Speed Fines",13887,"QLD"
2024,"40-64","Speed Fines",3113,"QLD"
2024,"40-64","Unlicensed Driving",566,"QLD"
2024,"65 and over","Mobile Phone Use",308,"QLD"
2024,"65 and over","Mobile Phone Use",5,"QLD"
2024,"65 and over","Non Wearing Seatbelts",238,"QLD"
2024,"65 and over","Non Wearing Seatbelts",12,"QLD"
2024,"65 and over","Speed Fines",2015,"QLD"
2024,"65 and over","Speed Fines",3548,"QLD"
2024,"65 and over","Speed Fines",587,"QLD"
2024,"65 and over","Unlicensed Driving",40,"QLD"
2024,"17-25","Mobile Phone Use",1,"SA"
2024,"17-25","Non Wearing Seatbelts",7,"SA"
2024,"17-25","Speed Fines",45,"SA"
2024,"17-25","Speed Fines",129,"SA"
2024,"17-25","Speed Fines",202,"SA"
2024,"26-39","Non Wearing Seatbelts",6,"SA"
2024,"26-39","Speed Fines",86,"SA"
2024,"26-39","Speed Fines",357,"SA"
2024,"26-39","Speed Fines",349,"SA"
2024,"40-64","Mobile Phone Use",1,"SA"
2024,"40-64","Non Wearing Seatbelts",16,"SA"
2024,"40-64","Speed Fines",87,"SA"
2024,"40-64","Speed Fines",640,"SA"
2024,"40-64","Speed Fines",515,"SA"
2024,"65 and over","Non Wearing Seatbelts",5,"SA"
2024,"65 and over","Speed Fines",35,"SA"
2024,"65 and over","Speed Fines",240,"SA"
2024,"65 and over","Speed Fines",166,"SA"
2024,"65 and over","Unlicensed Driving",2,"SA"
2024,"0-16","Speed Fines",1,"SA"
2024,"0-16","Speed Fines",2,"SA"
2024,"17-25","Mobile Phone Use",34,"SA"
2024,"17-25","Non Wearing Seatbelts",15,"SA"
2024,"17-25","Speed Fines",387,"SA"
2024,"17-25","Speed Fines",604,"SA"
2024,"17-25","Speed Fines",275,"SA"
2024,"26-39","Mobile Phone Use",55,"SA"
2024,"26-39","Non Wearing Seatbelts",36,"SA"
2024,"26-39","Speed Fines",982,"SA"
2024,"26-39","Speed Fines",1351,"SA"
2024,"26-39","Speed Fines",511,"SA"
2024,"40-64","Mobile Phone Use",48,"SA"
2024,"40-64","Non Wearing Seatbelts",47,"SA"
2024,"40-64","Speed Fines",1813,"SA"
2024,"40-64","Speed Fines",2057,"SA"
2024,"40-64","Speed Fines",551,"SA"
2024,"65 and over","Mobile Phone Use",10,"SA"
2024,"65 and over","Non Wearing Seatbelts",13,"SA"
2024,"65 and over","Speed Fines",675,"SA"
2024,"65 and over","Speed Fines",580,"SA"
2024,"65 and over","Speed Fines",139,"SA"
2024,"65 and over","Unlicensed Driving",11,"SA"
2024,"0-16","Speed Fines",1,"SA"
2024,"17-25","Mobile Phone Use",3,"SA"
2024,"17-25","Non Wearing Seatbelts",6,"SA"
2024,"17-25","Speed Fines",11,"SA"
2024,"17-25","Speed Fines",16,"SA"
2024,"17-25","Speed Fines",182,"SA"
2024,"26-39","Mobile Phone Use",2,"SA"
2024,"26-39","Non Wearing Seatbelts",14,"SA"
2024,"26-39","Speed Fines",38,"SA"
2024,"26-39","Speed Fines",79,"SA"
2024,"26-39","Speed Fines",415,"SA"
2024,"40-64","Mobile Phone Use",2,"SA"
2024,"40-64","Non Wearing Seatbelts",13,"SA"
2024,"40-64","Speed Fines",58,"SA"
2024,"40-64","Speed Fines",154,"SA"
2024,"40-64","Speed Fines",500,"SA"
2024,"65 and over","Non Wearing Seatbelts",4,"SA"
2024,"65 and over","Speed Fines",19,"SA"
2024,"65 and over","Speed Fines",81,"SA"
2024,"65 and over","Speed Fines",149,"SA"
2024,"65 and over","Unlicensed Driving",3,"SA"
2024,"17-25","Speed Fines",34,"SA"
2024,"26-39","Speed Fines",9,"SA"
2024,"26-39","Speed Fines",87,"SA"
2024,"40-64","Non Wearing Seatbelts",3,"SA"
2024,"40-64","Speed Fines",7,"SA"
2024,"40-64","Speed Fines",104,"SA"
2024,"65 and over","Non Wearing Seatbelts",1,"SA"
2024,"65 and over","Speed Fines",2,"SA"
2024,"65 and over","Speed Fines",29,"SA"
2024,"65 and over","Unlicensed Driving",1,"SA"
2024,"0-16","Unlicensed Driving",0,"SA"
2024,"17-25","Speed Fines",23,"SA"
2024,"17-25","Unlicensed Driving",0,"SA"
2024,"26-39","Non Wearing Seatbelts",2,"SA"
2024,"26-39","Speed Fines",41,"SA"
2024,"26-39","Unlicensed Driving",0,"SA"
2024,"40-64","Mobile Phone Use",1,"SA"
2024,"40-64","Non Wearing Seatbelts",3,"SA"
2024,"40-64","Speed Fines",4,"SA"
2024,"40-64","Speed Fines",38,"SA"
2024,"40-64","Unlicensed Driving",0,"SA"
2024,"65 and over","Non Wearing Seatbelts",3,"SA"
2024,"65 and over","Speed Fines",11,"SA"
2024,"65 and over","Unlicensed Driving",0,"SA"
2024,"17-25","Non Wearing Seatbelts",1,"SA"
2024,"17-25","Speed Fines",28,"SA"
2024,"26-39","Non Wearing Seatbelts",7,"SA"
2024,"26-39","Speed Fines",58,"SA"
2024,"40-64","Mobile Phone Use",2,"SA"
2024,"40-64","Non Wearing Seatbelts",2,"SA"
2024,"40-64","Speed Fines",75,"SA"
2024,"65 and over","Non Wearing Seatbelts",4,"SA"
2024,"65 and over","Speed Fines",12,"SA"
2024,"0-16","Speed Fines",0,"TAS"
2024,"0-16","Unlicensed Driving",0,"TAS"
2024,"17-25","Mobile Phone Use",16,"TAS"
2024,"17-25","Mobile Phone Use",32,"TAS"
2024,"17-25","Non Wearing Seatbelts",47,"TAS"
2024,"17-25","Non Wearing Seatbelts",15,"TAS"
2024,"17-25","Speed Fines",525,"TAS"
2024,"17-25","Speed Fines",348,"TAS"
2024,"17-25","Unlicensed Driving",3,"TAS"
2024,"26-39","Mobile Phone Use",48,"TAS"
2024,"26-39","Mobile Phone Use",40,"TAS"
2024,"26-39","Non Wearing Seatbelts",105,"TAS"
2024,"26-39","Non Wearing Seatbelts",23,"TAS"
2024,"26-39","Speed Fines",1355,"TAS"
2024,"26-39","Speed Fines",486,"TAS"
2024,"26-39","Unlicensed Driving",7,"TAS"
2024,"40-64","Mobile Phone Use",54,"TAS"
2024,"40-64","Mobile Phone Use",32,"TAS"
2024,"40-64","Non Wearing Seatbelts",126,"TAS"
2024,"40-64","Non Wearing Seatbelts",21,"TAS"
2024,"40-64","Speed Fines",1975,"TAS"
2024,"40-64","Speed Fines",559,"TAS"
2024,"40-64","Unlicensed Driving",5,"TAS"
2024,"65 and over","Mobile Phone Use",5,"TAS"
2024,"65 and over","Mobile Phone Use",1,"TAS"
2024,"65 and over","Non Wearing Seatbelts",52,"TAS"
2024,"65 and over","Non Wearing Seatbelts",4,"TAS"
2024,"65 and over","Speed Fines",792,"TAS"
2024,"65 and over","Speed Fines",189,"TAS"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",65,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",46,"VIC"
2024,"17-25","Speed Fines",123,"VIC"
2024,"17-25","Speed Fines",546,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",237,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",189,"VIC"
2024,"26-39","Speed Fines",473,"VIC"
2024,"26-39","Speed Fines",1838,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",378,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",265,"VIC"
2024,"40-64","Speed Fines",764,"VIC"
2024,"40-64","Speed Fines",2928,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",42,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",122,"VIC"
2024,"65 and over","Speed Fines",370,"VIC"
2024,"65 and over","Speed Fines",1430,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"0-16","Speed Fines",0,"VIC"
2024,"17-25","Mobile Phone Use",0,"VIC"
2024,"17-25","Mobile Phone Use",215,"VIC"
2024,"17-25","Non Wearing Seatbelts",0,"VIC"
2024,"17-25","Non Wearing Seatbelts",230,"VIC"
2024,"17-25","Speed Fines",2959,"VIC"
2024,"17-25","Speed Fines",2182,"VIC"
2024,"26-39","Mobile Phone Use",0,"VIC"
2024,"26-39","Mobile Phone Use",1104,"VIC"
2024,"26-39","Non Wearing Seatbelts",0,"VIC"
2024,"26-39","Non Wearing Seatbelts",999,"VIC"
2024,"26-39","Speed Fines",10215,"VIC"
2024,"26-39","Speed Fines",8004,"VIC"
2024,"40-64","Mobile Phone Use",0,"VIC"
2024,"40-64","Mobile Phone Use",1401,"VIC"
2024,"40-64","Non Wearing Seatbelts",0,"VIC"
2024,"40-64","Non Wearing Seatbelts",1399,"VIC"
2024,"40-64","Speed Fines",17446,"VIC"
2024,"40-64","Speed Fines",12684,"VIC"
2024,"65 and over","Mobile Phone Use",0,"VIC"
2024,"65 and over","Mobile Phone Use",242,"VIC"
2024,"65 and over","Non Wearing Seatbelts",0,"VIC"
2024,"65 and over","Non Wearing Seatbelts",406,"VIC"
2024,"65 and over","Speed Fines",5231,"VIC"
2024,"65 and over","Speed Fines",3772,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Mobile Phone Use",0,"VIC"
2024,"0-16","Non Wearing Seatbelts",0,"VIC"
