"YEAR","AGE_GROUP","METRIC","FINES","STATE"
2023,"17-25","Mobile Phone Use",10,"VIC"
2023,"17-25","Non Wearing Seatbelts",9,"VIC"
2023,"17-25","Speed Fines",75,"VIC"
2023,"17-25","Speed Fines",107,"VIC"
2023,"17-25","Unlicensed Driving",7,"VIC"
2023,"26-39","Mobile Phone Use",21,"VIC"
2023,"26-39","Non Wearing Seatbelts",7,"VIC"
2023,"26-39","Speed Fines",6,"VIC"
2023,"26-39","Speed Fines",299,"VIC"
2023,"26-39","Speed Fines",187,"VIC"
2023,"26-39","Unlicensed Driving",25,"VIC"
2023,"40-64","Mobile Phone Use",10,"VIC"
2023,"40-64","Non Wearing Seatbelts",9,"VIC"
2023,"40-64","Speed Fines",18,"VIC"
2023,"40-64","Speed Fines",556,"VIC"
2023,"40-64","Speed Fines",238,"VIC"
2023,"40-64","Unlicensed Driving",18,"VIC"
2023,"65 and over","Mobile Phone Use",1,"VIC"
2023,"65 and over","Non Wearing Seatbelts",2,"VIC"
2023,"65 and over","Speed Fines",7,"VIC"
2023,"65 and over","Speed Fines",287,"VIC"
2023,"65 and over","Speed Fines",64,"VIC"
2023,"65 and over","Unlicensed Driving",1,"VIC"
2023,"17-25","Speed Fines",1,"VIC"
2023,"26-39","Speed Fines",6,"VIC"
2023,"40-64","Speed Fines",4,"VIC"
2023,"65 and over","Speed Fines",2,"VIC"
2023,"17-25","Mobile Phone Use",1,"VIC"
2023,"17-25","Speed Fines",46,"VIC"
2023,"17-25","Speed Fines",51,"VIC"
2023,"17-25","Speed Fines",5,"VIC"
2023,"17-25","Unlicensed Driving",1,"VIC"
2023,"26-39","Mobile Phone Use",1,"VIC"
2023,"26-39","Non Wearing Seatbelts",2,"VIC"
2023,"26-39","Speed Fines",180,"VIC"
2023,"26-39","Speed Fines",152,"VIC"
2023,"26-39","Speed Fines",14,"VIC"
2023,"26-39","Unlicensed Driving",1,"VIC"
2023,"40-64","Non Wearing Seatbelts",1,"VIC"
2023,"40-64","Speed Fines",258,"VIC"
2023,"40-64","Speed Fines",207,"VIC"
2023,"40-64","Speed Fines",20,"VIC"
2023,"40-64","Unlicensed Driving",1,"VIC"
2023,"65 and over","Non Wearing Seatbelts",1,"VIC"
2023,"65 and over","Speed Fines",72,"VIC"
2023,"65 and over","Speed Fines",106,"VIC"
2023,"65 and over","Speed Fines",2,"VIC"
2023,"0-16","Speed Fines",1,"WA"
2023,"0-16","Speed Fines",0,"WA"
2023,"0-16","Unlicensed Driving",0,"WA"
2023,"17-25","Mobile Phone Use",69,"WA"
2023,"17-25","Mobile Phone Use",0,"WA"
2023,"17-25","Non Wearing Seatbelts",22,"WA"
2023,"17-25","Non Wearing Seatbelts",0,"WA"
2023,"17-25","Speed Fines",218,"WA"
2023,"17-25","Speed Fines",866,"WA"
2023,"17-25","Speed Fines",4485,"WA"
2023,"17-25","Speed Fines",787,"WA"
2023,"17-25","Speed Fines",871,"WA"
2023,"17-25","Speed Fines",0,"WA"
2023,"17-25","Unlicensed Driving",47,"WA"
2023,"26-39","Mobile Phone Use",171,"WA"
2023,"26-39","Mobile Phone Use",0,"WA"
2023,"26-39","Non Wearing Seatbelts",49,"WA"
2023,"26-39","Non Wearing Seatbelts",0,"WA"
2023,"26-39","Speed Fines",409,"WA"
2023,"26-39","Speed Fines",2950,"WA"
2023,"26-39","Speed Fines",10393,"WA"
2023,"26-39","Speed Fines",1524,"WA"
2023,"26-39","Speed Fines",3091,"WA"
2023,"26-39","Speed Fines",0,"WA"
2023,"26-39","Unlicensed Driving",64,"WA"
2023,"40-64","Mobile Phone Use",121,"WA"
2023,"40-64","Mobile Phone Use",0,"WA"
2023,"40-64","Non Wearing Seatbelts",33,"WA"
2023,"40-64","Non Wearing Seatbelts",0,"WA"
2023,"40-64","Speed Fines",504,"WA"
2023,"40-64","Speed Fines",4226,"WA"
2023,"40-64","Speed Fines",15404,"WA"
2023,"40-64","Speed Fines",1756,"WA"
2023,"40-64","Speed Fines",6253,"WA"
2023,"40-64","Speed Fines",0,"WA"
2023,"40-64","Unlicensed Driving",50,"WA"
2023,"65 and over","Mobile Phone Use",17,"WA"
2023,"65 and over","Mobile Phone Use",0,"WA"
2023,"65 and over","Non Wearing Seatbelts",9,"WA"
2023,"65 and over","Speed Fines",95,"WA"
2023,"65 and over","Speed Fines",1038,"WA"
2023,"65 and over","Speed Fines",3762,"WA"
2023,"65 and over","Speed Fines",351,"WA"
2023,"65 and over","Speed Fines",1630,"WA"
2023,"65 and over","Speed Fines",0,"WA"
2023,"65 and over","Unlicensed Driving",11,"WA"
2023,"0-16","Mobile Phone Use",2,"ACT"
2023,"0-16","Speed Fines",1,"ACT"
2023,"0-16","Speed Fines",2,"ACT"
2023,"0-16","Unlicensed Driving",3,"ACT"
2023,"17-25","Mobile Phone Use",5,"ACT"
2023,"17-25","Speed Fines",452,"ACT"
2023,"17-25","Speed Fines",176,"ACT"
2023,"17-25","Speed Fines",42,"ACT"
2023,"17-25","Unlicensed Driving",12,"ACT"
2023,"26-39","Mobile Phone Use",9,"ACT"
2023,"26-39","Non Wearing Seatbelts",2,"ACT"
2023,"26-39","Speed Fines",1108,"ACT"
2023,"26-39","Speed Fines",404,"ACT"
2023,"26-39","Speed Fines",47,"ACT"
2023,"26-39","Unlicensed Driving",12,"ACT"
2023,"40-64","Mobile Phone Use",7,"ACT"
2023,"40-64","Non Wearing Seatbelts",2,"ACT"
2023,"40-64","Speed Fines",1805,"ACT"
2023,"40-64","Speed Fines",558,"ACT"
2023,"40-64","Speed Fines",47,"ACT"
2023,"40-64","Unlicensed Driving",7,"ACT"
2023,"65 and over","Speed Fines",527,"ACT"
2023,"65 and over","Speed Fines",203,"ACT"
2023,"65 and over","Speed Fines",4,"ACT"
2023,"0-16","Speed Fines",2,"NSW"
2023,"0-16","Unlicensed Driving",2,"NSW"
2023,"17-25","Mobile Phone Use",48,"NSW"
2023,"17-25","Non Wearing Seatbelts",84,"NSW"
2023,"17-25","Speed Fines",1586,"NSW"
2023,"17-25","Unlicensed Driving",30,"NSW"
2023,"26-39","Mobile Phone Use",71,"NSW"
2023,"26-39","Non Wearing Seatbelts",144,"NSW"
2023,"26-39","Speed Fines",2494,"NSW"
2023,"26-39","Unlicensed Driving",118,"NSW"
2023,"40-64","Mobile Phone Use",60,"NSW"
2023,"40-64","Non Wearing Seatbelts",81,"NSW"
2023,"40-64","Speed Fines",2557,"NSW"
2023,"40-64","Unlicensed Driving",74,"NSW"
2023,"65 and over","Mobile Phone Use",6,"NSW"
2023,"65 and over","Non Wearing Seatbelts",23,"NSW"
2023,"65 and over","Speed Fines",577,"NSW"
2023,"65 and over","Unlicensed Driving",4,"NSW"
2023,"0-16","Non Wearing Seatbelts",3,"NSW"
2023,"0-16","Speed Fines",4,"NSW"
2023,"0-16","Unlicensed Driving",5,"NSW"
2023,"17-25","Mobile Phone Use",338,"NSW"
2023,"17-25","Non Wearing Seatbelts",137,"NSW"
2023,"17-25","Speed Fines",2304,"NSW"
2023,"17-25","Unlicensed Driving",112,"NSW"
2023,"26-39","Mobile Phone Use",401,"NSW"
2023,"26-39","Non Wearing Seatbelts",247,"NSW"
2023,"26-39","Speed Fines",2791,"NSW"
2023,"26-39","Unlicensed Driving",234,"NSW"
2023,"40-64","Mobile Phone Use",333,"NSW"
2023,"40-64","Non Wearing Seatbelts",155,"NSW"
2023,"40-64","Speed Fines",2416,"NSW"
2023,"40-64","Unlicensed Driving",154,"NSW"
2023,"65 and over","Mobile Phone Use",24,"NSW"
2023,"65 and over","Non Wearing Seatbelts",20,"NSW"
2023,"65 and over","Speed Fines",390,"NSW"
2023,"65 and over","Unlicensed Driving",7,"NSW"
2023,"0-16","Non Wearing Seatbelts",1,"NSW"
2023,"0-16","Speed Fines",1,"NSW"
2023,"0-16","Unlicensed Driving",1,"NSW"
2023,"17-25","Mobile Phone Use",5,"NSW"
2023,"17-25","Non Wearing Seatbelts",37,"NSW"
2023,"17-25","Speed Fines",480,"NSW"
2023,"17-25","Unlicensed Driving",14,"NSW"
2023,"26-39","Mobile Phone Use",6,"NSW"
2023,"26-39","Non Wearing Seatbelts",57,"NSW"
2023,"26-39","Speed Fines",763,"NSW"
2023,"26-39","Unlicensed Driving",37,"NSW"
2023,"40-64","Mobile Phone Use",12,"NSW"
2023,"40-64","Non Wearing Seatbelts",44,"NSW"
2023,"40-64","Speed Fines",821,"NSW"
2023,"40-64","Unlicensed Driving",25,"NSW"
2023,"65 and over","Mobile Phone Use",1,"NSW"
2023,"65 and over","Non Wearing Seatbelts",4,"NSW"
2023,"65 and over","Speed Fines",198,"NSW"
2023,"65 and over","Unlicensed Driving",1,"NSW"
2023,"0-16","Unlicensed Driving",0,"NSW"
2023,"17-25","Speed Fines",17,"NSW"
2023,"17-25","Unlicensed Driving",1,"NSW"
2023,"26-39","Mobile Phone Use",2,"NSW"
2023,"26-39","Non Wearing Seatbelts",1,"NSW"
2023,"26-39","Speed Fines",45,"NSW"
2023,"26-39","Unlicensed Driving",6,"NSW"
2023,"40-64","Non Wearing Seatbelts",1,"NSW"
2023,"40-64","Speed Fines",34,"NSW"
2023,"40-64","Unlicensed Driving",0,"NSW"
2023,"65 and over","Non Wearing Seatbelts",2,"NSW"
2023,"65 and over","Speed Fines",12,"NSW"
2023,"65 and over","Unlicensed Driving",0,"NSW"
2023,"17-25","Mobile Phone Use",2,"NSW"
2023,"17-25","Speed Fines",10,"NSW"
2023,"26-39","Non Wearing Seatbelts",3,"NSW"
2023,"26-39","Speed Fines",10,"NSW"
2023,"26-39","Unlicensed Driving",3,"NSW"
2023,"40-64","Mobile Phone Use",1,"NSW"
2023,"40-64","Non Wearing Seatbelts",2,"NSW"
2023,"40-64","Speed Fines",10,"NSW"
2023,"65 and over","Speed Fines",2,"NSW"
2023,"17-25","Speed Fines",2,"NSW"
2023,"17-25","Unlicensed Driving",0,"NSW"
2023,"26-39","Non Wearing Seatbelts",1,"NSW"
2023,"26-39","Speed Fines",5,"NSW"
2023,"26-39","Unlicensed Driving",1,"NSW"
2023,"40-64","Mobile Phone Use",1,"NSW"
2023,"40-64","Non Wearing Seatbelts",1,"NSW"
2023,"40-64","Speed Fines",3,"NSW"
2023,"40-64","Unlicensed Driving",1,"NSW"
2023,"0-16","Non Wearing Seatbelts",1,"NT"
2023,"0-16","Speed Fines",2,"NT"
2023,"0-16","Speed Fines",3,"NT"
2023,"0-16","Unlicensed Driving",0,"NT"
2023,"17-25","Mobile Phone Use",1,"NT"
2023,"17-25","Non Wearing Seatbelts",14,"NT"
2023,"17-25","Speed Fines",327,"NT"
2023,"17-25","Speed Fines",56,"NT"
2023,"17-25","Speed Fines",90,"NT"
2023,"17-25","Unlicensed Driving",9,"NT"
2023,"26-39","Mobile Phone Use",2,"NT"
2023,"26-39","Non Wearing Seatbelts",22,"NT"
2023,"26-39","Speed Fines",818,"NT"
2023,"26-39","Speed Fines",114,"NT"
2023,"26-39","Speed Fines",346,"NT"
2023,"26-39","Unlicensed Driving",8,"NT"
2023,"40-64","Mobile Phone Use",6,"NT"
2023,"40-64","Non Wearing Seatbelts",22,"NT"
2023,"40-64","Speed Fines",981,"NT"
2023,"40-64","Speed Fines",100,"NT"
2023,"40-64","Speed Fines",468,"NT"
2023,"40-64","Unlicensed Driving",8,"NT"
2023,"65 and over","Mobile Phone Use",0,"NT"
2023,"65 and over","Non Wearing Seatbelts",1,"NT"
2023,"65 and over","Speed Fines",303,"NT"
2023,"65 and over","Speed Fines",26,"NT"
2023,"65 and over","Speed Fines",105,"NT"
2023,"65 and over","Unlicensed Driving",0,"NT"
2023,"0-16","Mobile Phone Use",2,"SA"
2023,"0-16","Non Wearing Seatbelts",3,"SA"
2023,"0-16","Speed Fines",1,"SA"
2023,"0-16","Speed Fines",3,"SA"
2023,"0-16","Speed Fines",0,"SA"
2023,"0-16","Speed Fines",2,"SA"
2023,"0-16","Unlicensed Driving",1,"SA"
2023,"17-25","Mobile Phone Use",102,"SA"
2023,"17-25","Non Wearing Seatbelts",29,"SA"
2023,"17-25","Speed Fines",523,"SA"
2023,"17-25","Speed Fines",946,"SA"
2023,"17-25","Speed Fines",0,"SA"
2023,"17-25","Speed Fines",696,"SA"
2023,"17-25","Unlicensed Driving",78,"SA"
2023,"26-39","Mobile Phone Use",182,"SA"
2023,"26-39","Non Wearing Seatbelts",67,"SA"
2023,"26-39","Speed Fines",1245,"SA"
2023,"26-39","Speed Fines",2291,"SA"
2023,"26-39","Speed Fines",0,"SA"
2023,"26-39","Speed Fines",1172,"SA"
2023,"26-39","Unlicensed Driving",253,"SA"
2023,"40-64","Mobile Phone Use",131,"SA"
2023,"40-64","Non Wearing Seatbelts",58,"SA"
2023,"40-64","Speed Fines",2205,"SA"
2023,"40-64","Speed Fines",4028,"SA"
2023,"40-64","Speed Fines",0,"SA"
2023,"40-64","Speed Fines",1505,"SA"
2023,"40-64","Unlicensed Driving",209,"SA"
2023,"65 and over","Mobile Phone Use",20,"SA"
2023,"65 and over","Non Wearing Seatbelts",19,"SA"
2023,"65 and over","Speed Fines",806,"SA"
2023,"65 and over","Speed Fines",1120,"SA"
2023,"65 and over","Speed Fines",0,"SA"
2023,"65 and over","Speed Fines",362,"SA"
2023,"65 and over","Unlicensed Driving",19,"SA"
2023,"0-16","Speed Fines",2,"TAS"
2023,"0-16","Speed Fines",1,"TAS"
2023,"0-16","Unlicensed Driving",0,"TAS"
2023,"17-25","Mobile Phone Use",29,"TAS"
2023,"17-25","Non Wearing Seatbelts",16,"TAS"
2023,"17-25","Speed Fines",488,"TAS"
2023,"17-25","Speed Fines",265,"TAS"
2023,"17-25","Unlicensed Driving",2,"TAS"
2023,"26-39","Mobile Phone Use",54,"TAS"
2023,"26-39","Non Wearing Seatbelts",19,"TAS"
2023,"26-39","Speed Fines",1158,"TAS"
2023,"26-39","Speed Fines",427,"TAS"
2023,"26-39","Unlicensed Driving",6,"TAS"
2023,"40-64","Mobile Phone Use",44,"TAS"
2023,"40-64","Non Wearing Seatbelts",16,"TAS"
2023,"40-64","Speed Fines",1614,"TAS"
2023,"40-64","Speed Fines",469,"TAS"
2023,"40-64","Unlicensed Driving",8,"TAS"
2023,"65 and over","Mobile Phone Use",6,"TAS"
2023,"65 and over","Non Wearing Seatbelts",6,"TAS"
2023,"65 and over","Speed Fines",613,"TAS"
2023,"65 and over","Speed Fines",134,"TAS"
2023,"65 and over","Unlicensed Driving",1,"TAS"
2023,"0-16","Speed Fines",3,"VIC"
2023,"0-16","Unlicensed Driving",1,"VIC"
2023,"17-25","Mobile Phone Use",24,"VIC"
2023,"17-25","Non Wearing Seatbelts",33,"VIC"
2023,"17-25","Speed Fines",38,"VIC"
2023,"17-25","Speed Fines",571,"VIC"
2023,"17-25","Speed Fines",676,"VIC"
2023,"17-25","Unlicensed Driving",33,"VIC"
2023,"26-39","Mobile Phone Use",61,"VIC"
2023,"26-39","Non Wearing Seatbelts",56,"VIC"
2023,"26-39","Speed Fines",139,"VIC"
2023,"26-39","Speed Fines",1944,"VIC"
2023,"26-39","Speed Fines",1304,"VIC"
2023,"26-39","Unlicensed Driving",94,"VIC"
2023,"40-64","Mobile Phone Use",37,"VIC"
2023,"40-64","Non Wearing Seatbelts",63,"VIC"
2023,"40-64","Speed Fines",318,"VIC"
2023,"40-64","Speed Fines",3340,"VIC"
2023,"40-64","Speed Fines",1675,"VIC"
2023,"40-64","Unlicensed Driving",53,"VIC"
2023,"65 and over","Mobile Phone Use",4,"VIC"
2023,"65 and over","Non Wearing Seatbelts",9,"VIC"
2023,"65 and over","Speed Fines",160,"VIC"
2023,"65 and over","Speed Fines",1284,"VIC"
2023,"65 and over","Speed Fines",397,"VIC"
2023,"65 and over","Unlicensed Driving",9,"VIC"
2023,"0-16","Unlicensed Driving",1,"VIC"
2023,"17-25","Mobile Phone Use",196,"VIC"
2023,"17-25","Non Wearing Seatbelts",72,"VIC"
2023,"17-25","Speed Fines",2907,"VIC"
2023,"17-25","Speed Fines",2024,"VIC"
2023,"17-25","Speed Fines",949,"VIC"
2023,"17-25","Unlicensed Driving",97,"VIC"
2023,"26-39","Mobile Phone Use",465,"VIC"
2023,"26-39","Non Wearing Seatbelts",160,"VIC"
2023,"26-39","Speed Fines",10464,"VIC"
2023,"26-39","Speed Fines",8418,"VIC"
2023,"26-39","Speed Fines",1669,"VIC"
2023,"26-39","Unlicensed Driving",229,"VIC"
2023,"40-64","Mobile Phone Use",381,"VIC"
2023,"40-64","Non Wearing Seatbelts",101,"VIC"
2023,"40-64","Speed Fines",16073,"VIC"
2023,"40-64","Speed Fines",13468,"VIC"
2023,"40-64","Speed Fines",1941,"VIC"
2023,"40-64","Unlicensed Driving",122,"VIC"
2023,"65 and over","Mobile Phone Use",37,"VIC"
2023,"65 and over","Non Wearing Seatbelts",11,"VIC"
2023,"65 and over","Speed Fines",4334,"VIC"
2023,"65 and over","Speed Fines",3784,"VIC"
2023,"65 and over","Speed Fines",335,"VIC"
2023,"65 and over","Unlicensed Driving",14,"VIC"
2023,"0-16","Speed Fines",1,"VIC"
2023,"17-25","Mobile Phone Use",6,"VIC"
2023,"17-25","Non Wearing Seatbelts",6,"VIC"
2023,"17-25","Speed Fines",4,"VIC"
2023,"17-25","Speed Fines",97,"VIC"
2023,"17-25","Speed Fines",127,"VIC"
2023,"17-25","Unlicensed Driving",9,"VIC"
2023,"26-39","Mobile Phone Use",13,"VIC"
2023,"26-39","Non Wearing Seatbelts",6,"VIC"
2023,"26-39","Speed Fines",10,"VIC"
2023,"26-39","Speed Fines",337,"VIC"
2023,"26-39","Speed Fines",316,"VIC"
2023,"26-39","Unlicensed Driving",33,"VIC"
2023,"40-64","Mobile Phone Use",11,"VIC"
2023,"40-64","Non Wearing Seatbelts",9,"VIC"
2023,"40-64","Speed Fines",17,"VIC"
2023,"40-64","Speed Fines",554,"VIC"
2023,"40-64","Speed Fines",329,"VIC"
2023,"40-64","Unlicensed Driving",17,"VIC"
2023,"65 and over","Mobile Phone Use",2,"VIC"
2023,"65 and over","Non Wearing Seatbelts",4,"VIC"
2023,"65 and over","Speed Fines",4,"VIC"
2023,"65 and over","Speed Fines",255,"VIC"
2023,"65 and over","Speed Fines",81,"VIC"
2023,"65 and over","Unlicensed Driving",3,"VIC"
2023,"17-25","Speed Fines",1,"VIC"
2023,"26-39","Non Wearing Seatbelts",1,"VIC"
2023,"26-39","Speed Fines",3,"VIC"
2023,"40-64","Speed Fines",13,"VIC"
2023,"65 and over","Speed Fines",6,"VIC"
2023,"17-25","Mobile Phone Use",3,"VIC"
2023,"17-25","Non Wearing Seatbelts",2,"VIC"
2023,"17-25","Speed Fines",40,"VIC"
2023,"17-25","Speed Fines",51,"VIC"
2023,"17-25","Speed Fines",54,"VIC"
2023,"17-25","Unlicensed Driving",4,"VIC"
2023,"26-39","Mobile Phone Use",6,"VIC"
2023,"26-39","Non Wearing Seatbelts",3,"VIC"
2023,"26-39","Speed Fines",170,"VIC"
2023,"26-39","Speed Fines",177,"VIC"
2023,"26-39","Speed Fines",87,"VIC"
2023,"26-39","Unlicensed Driving",7,"VIC"
2023,"40-64","Mobile Phone Use",6,"VIC"
2023,"40-64","Non Wearing Seatbelts",1,"VIC"
2023,"40-64","Speed Fines",247,"VIC"
2023,"40-64","Speed Fines",296,"VIC"
2023,"40-64","Speed Fines",95,"VIC"
2023,"40-64","Unlicensed Driving",7,"VIC"
2023,"65 and over","Non Wearing Seatbelts",1,"VIC"
2023,"65 and over","Speed Fines",58,"VIC"
2023,"65 and over","Speed Fines",97,"VIC"
2023,"65 and over","Speed Fines",24,"VIC"
2023,"0-16","Speed Fines",1,"WA"
2023,"0-16","Speed Fines",2,"WA"
2023,"0-16","Unlicensed Driving",0,"WA"
2023,"17-25","Mobile Phone Use",63,"WA"
2023,"17-25","Mobile Phone Use",0,"WA"
2023,"17-25","Non Wearing Seatbelts",33,"WA"
2023,"17-25","Non Wearing Seatbelts",0,"WA"
2023,"17-25","Speed Fines",180,"WA"
2023,"17-25","Speed Fines",842,"WA"
2023,"17-25","Speed Fines",3888,"WA"
2023,"17-25","Speed Fines",787,"WA"
2023,"17-25","Speed Fines",678,"WA"
2023,"17-25","Speed Fines",0,"WA"
2023,"17-25","Unlicensed Driving",28,"WA"
2023,"26-39","Mobile Phone Use",124,"WA"
2023,"26-39","Mobile Phone Use",0,"WA"
2023,"26-39","Non Wearing Seatbelts",57,"WA"
2023,"26-39","Non Wearing Seatbelts",0,"WA"
2023,"26-39","Speed Fines",440,"WA"
2023,"26-39","Speed Fines",2652,"WA"
2023,"26-39","Speed Fines",9339,"WA"
2023,"26-39","Speed Fines",1449,"WA"
2023,"26-39","Speed Fines",2290,"WA"
2023,"26-39","Speed Fines",0,"WA"
2023,"26-39","Unlicensed Driving",69,"WA"
2023,"40-64","Mobile Phone Use",103,"WA"
2023,"40-64","Mobile Phone Use",0,"WA"
2023,"40-64","Non Wearing Seatbelts",45,"WA"
2023,"40-64","Non Wearing Seatbelts",0,"WA"
2023,"40-64","Speed Fines",498,"WA"
2023,"40-64","Speed Fines",4038,"WA"
2023,"40-64","Speed Fines",13549,"WA"
2023,"40-64","Speed Fines",1647,"WA"
2023,"40-64","Speed Fines",4600,"WA"
2023,"40-64","Speed Fines",0,"WA"
2023,"40-64","Unlicensed Driving",44,"WA"
2023,"65 and over","Mobile Phone Use",13,"WA"
2023,"65 and over","Non Wearing Seatbelts",14,"WA"
2023,"65 and over","Non Wearing Seatbelts",0,"WA"
2023,"65 and over","Speed Fines",100,"WA"
2023,"65 and over","Speed Fines",916,"WA"
2023,"65 and over","Speed Fines",3301,"WA"
2023,"65 and over","Speed Fines",322,"WA"
2023,"65 and over","Speed Fines",1176,"WA"
2023,"65 and over","Speed Fines",0,"WA"
2023,"65 and over","Unlicensed Driving",4,"WA"
2023,"0-16","Speed Fines",2,"ACT"
2023,"0-16","Speed Fines",2,"ACT"
2023,"0-16","Unlicensed Driving",2,"ACT"
2023,"17-25","Mobile Phone Use",10,"ACT"
2023,"17-25","Non Wearing Seatbelts",8,"ACT"
2023,"17-25","Speed Fines",407,"ACT"
2023,"17-25","Speed Fines",204,"ACT"
2023,"17-25","Speed Fines",83,"ACT"
2023,"17-25","Unlicensed Driving",6,"ACT"
2023,"26-39","Mobile Phone Use",8,"ACT"
2023,"26-39","Non Wearing Seatbelts",2,"ACT"
2023,"26-39","Speed Fines",1005,"ACT"
2023,"26-39","Speed Fines",545,"ACT"
2023,"26-39","Speed Fines",86,"ACT"
2023,"26-39","Unlicensed Driving",7,"ACT"
2023,"40-64","Mobile Phone Use",6,"ACT"
2023,"40-64","Speed Fines",1682,"ACT"
2023,"40-64","Speed Fines",770,"ACT"
2023,"40-64","Speed Fines",64,"ACT"
2023,"40-64","Unlicensed Driving",3,"ACT"
2023,"65 and over","Mobile Phone Use",1,"ACT"
2023,"65 and over","Speed Fines",444,"ACT"
2023,"65 and over","Speed Fines",205,"ACT"
2023,"65 and over","Speed Fines",6,"ACT"
2023,"0-16","Non Wearing Seatbelts",2,"NSW"
2023,"0-16","Speed Fines",4,"NSW"
2023,"0-16","Unlicensed Driving",1,"NSW"
2023,"17-25","Mobile Phone Use",38,"NSW"
2023,"17-25","Non Wearing Seatbelts",43,"NSW"
2023,"17-25","Speed Fines",1369,"NSW"
2023,"17-25","Unlicensed Driving",45,"NSW"
2023,"26-39","Mobile Phone Use",41,"NSW"
2023,"26-39","Non Wearing Seatbelts",69,"NSW"
2023,"26-39","Speed Fines",2112,"NSW"
2023,"26-39","Unlicensed Driving",56,"NSW"
2023,"40-64","Mobile Phone Use",26,"NSW"
2023,"40-64","Non Wearing Seatbelts",53,"NSW"
2023,"40-64","Speed Fines",2099,"NSW"
2023,"40-64","Unlicensed Driving",52,"NSW"
2023,"65 and over","Mobile Phone Use",4,"NSW"
2023,"65 and over","Non Wearing Seatbelts",21,"NSW"
2023,"65 and over","Speed Fines",415,"NSW"
2023,"65 and over","Unlicensed Driving",8,"NSW"
2023,"0-16","Non Wearing Seatbelts",1,"NSW"
2023,"0-16","Speed Fines",5,"NSW"
2023,"0-16","Unlicensed Driving",4,"NSW"
2023,"17-25","Mobile Phone Use",253,"NSW"
2023,"17-25","Non Wearing Seatbelts",85,"NSW"
2023,"17-25","Speed Fines",1569,"NSW"
2023,"17-25","Unlicensed Driving",93,"NSW"
2023,"26-39","Mobile Phone Use",316,"NSW"
2023,"26-39","Non Wearing Seatbelts",151,"NSW"
2023,"26-39","Speed Fines",1819,"NSW"
2023,"26-39","Unlicensed Driving",152,"NSW"
2023,"40-64","Mobile Phone Use",260,"NSW"
2023,"40-64","Non Wearing Seatbelts",115,"NSW"
2023,"40-64","Speed Fines",1584,"NSW"
2023,"40-64","Unlicensed Driving",102,"NSW"
2023,"65 and over","Mobile Phone Use",19,"NSW"
2023,"65 and over","Non Wearing Seatbelts",12,"NSW"
2023,"65 and over","Speed Fines",226,"NSW"
2023,"65 and over","Unlicensed Driving",7,"NSW"
2023,"0-16","Non Wearing Seatbelts",2,"NSW"
2023,"0-16","Speed Fines",1,"NSW"
2023,"0-16","Unlicensed Driving",0,"NSW"
2023,"17-25","Mobile Phone Use",5,"NSW"
2023,"17-25","Non Wearing Seatbelts",12,"NSW"
2023,"17-25","Speed Fines",335,"NSW"
2023,"17-25","Unlicensed Driving",13,"NSW"
2023,"26-39","Mobile Phone Use",8,"NSW"
2023,"26-39","Non Wearing Seatbelts",34,"NSW"
2023,"26-39","Speed Fines",540,"NSW"
2023,"26-39","Unlicensed Driving",13,"NSW"
2023,"40-64","Mobile Phone Use",5,"NSW"
2023,"40-64","Non Wearing Seatbelts",23,"NSW"
2023,"40-64","Speed Fines",624,"NSW"
2023,"40-64","Unlicensed Driving",16,"NSW"
2023,"65 and over","Mobile Phone Use",2,"NSW"
2023,"65 and over","Non Wearing Seatbelts",10,"NSW"
2023,"65 and over","Speed Fines",144,"NSW"
2023,"65 and over","Unlicensed Driving",3,"NSW"
2023,"0-16","Unlicensed Driving",0,"NSW"
2023,"17-25","Mobile Phone Use",0,"NSW"
2023,"17-25","Non Wearing Seatbelts",1,"NSW"
2023,"17-25","Speed Fines",26,"NSW"
2023,"17-25","Unlicensed Driving",1,"NSW"
2023,"26-39","Non Wearing Seatbelts",2,"NSW"
2023,"26-39","Speed Fines",36,"NSW"
2023,"26-39","Unlicensed Driving",3,"NSW"
2023,"40-64","Mobile Phone Use",1,"NSW"
2023,"40-64","Speed Fines",26,"NSW"
2023,"40-64","Unlicensed Driving",0,"NSW"
2023,"65 and over","Speed Fines",3,"NSW"
2023,"17-25","Non Wearing Seatbelts",2,"NSW"
2023,"17-25","Speed Fines",1,"NSW"
2023,"26-39","Speed Fines",2,"NSW"
2023,"26-39","Unlicensed Driving",1,"NSW"
2023,"40-64","Speed Fines",4,"NSW"
2023,"17-25","Speed Fines",2,"NSW"
2023,"26-39","Non Wearing Seatbelts",1,"NSW"
2023,"26-39","Speed Fines",3,"NSW"
2023,"26-39","Unlicensed Driving",0,"NSW"
2023,"40-64","Speed Fines",2,"NSW"
2023,"40-64","Unlicensed Driving",0,"NSW"
2023,"0-16","Speed Fines",5,"NT"
2023,"0-16","Speed Fines",1,"NT"
2023,"0-16","Unlicensed Driving",0,"NT"
2023,"17-25","Mobile Phone Use",1,"NT"
2023,"17-25","Non Wearing Seatbelts",12,"NT"
2023,"17-25","Speed Fines",394,"NT"
2023,"17-25","Speed Fines",57,"NT"
2023,"17-25","Speed Fines",81,"NT"
2023,"17-25","Unlicensed Driving",3,"NT"
2023,"26-39","Mobile Phone Use",9,"NT"
2023,"26-39","Non Wearing Seatbelts",40,"NT"
2023,"26-39","Speed Fines",982,"NT"
2023,"26-39","Speed Fines",115,"NT"
