"YEAR","STATE","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",54,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",180,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",2125,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",820,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",29,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",55,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",65,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",708,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",10144,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",1524,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",100,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",41,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",53,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",1015,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",16192,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",1943,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",67,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",7,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",14,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",303,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",5052,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",437,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",7,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",725,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",7544,0,0
2023,"VIC","0-16","Mobile Phone Use","Manual Detection",1,0,0
2023,"VIC","0-16","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",298,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",82,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",2784,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",466,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",1050,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",135,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",654,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",185,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",11589,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",1827,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",1863,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",302,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",406,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",140,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",19952,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",3350,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",1966,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",152,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",38,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",27,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",5764,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",1434,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",381,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",9,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",11839,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",1600,0,0
2023,"VIC","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",7,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",15,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",1,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",74,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",200,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",10,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",11,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",7,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",10,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",306,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",379,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",30,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",9,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",9,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",17,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",596,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",450,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",14,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",3,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",8,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",6,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",283,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",97,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",2,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",11,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",327,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",1,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",6,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",1,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",16,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",2,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",2,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",38,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",8,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",63,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",68,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",9,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",2,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",218,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",252,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",23,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",1,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",288,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",364,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",18,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",62,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",117,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",1,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",205,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",126,0,0
2023,"VIC","Unknown","Speed Fines","Manual Detection",1,0,0
2023,"WA","0-16","Mobile Phone Use","Unknown",0,0,1
2023,"WA","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"WA","0-16","Non Wearing Seatbelts","Unknown",0,0,1
2023,"WA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"WA","0-16","Unlicensed Driving","Manual Detection",0,20,54
2023,"WA","17-25","Mobile Phone Use","Manual Detection",72,0,0
2023,"WA","17-25","Mobile Phone Use","Unknown",0,0,5
2023,"WA","17-25","Non Wearing Seatbelts","Manual Detection",47,0,0
2023,"WA","17-25","Non Wearing Seatbelts","Unknown",0,0,7
2023,"WA","17-25","Speed Fines","Auto detection camera",229,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",1325,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",3685,0,0
2023,"WA","17-25","Speed Fines","Manual Detection",916,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",893,0,0
2023,"WA","17-25","Speed Fines","Unknown",0,0,30
2023,"WA","17-25","Unlicensed Driving","Manual Detection",52,40,446
2023,"WA","26-39","Mobile Phone Use","Manual Detection",178,0,0
2023,"WA","26-39","Mobile Phone Use","Unknown",0,0,5
2023,"WA","26-39","Non Wearing Seatbelts","Manual Detection",84,0,0
2023,"WA","26-39","Non Wearing Seatbelts","Unknown",0,0,18
2023,"WA","26-39","Speed Fines","Auto detection camera",471,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",4272,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",9352,0,0
2023,"WA","26-39","Speed Fines","Manual Detection",1913,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",3494,0,0
2023,"WA","26-39","Speed Fines","Unknown",0,0,89
2023,"WA","26-39","Unlicensed Driving","Manual Detection",101,100,661
2023,"WA","40-64","Mobile Phone Use","Manual Detection",123,0,0
2023,"WA","40-64","Mobile Phone Use","Unknown",0,1,10
2023,"WA","40-64","Non Wearing Seatbelts","Manual Detection",72,0,0
2023,"WA","40-64","Non Wearing Seatbelts","Unknown",0,0,11
2023,"WA","40-64","Speed Fines","Auto detection camera",546,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",6412,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",13530,0,0
2023,"WA","40-64","Speed Fines","Manual Detection",2201,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",7450,0,0
2023,"WA","40-64","Speed Fines","Unknown",0,0,60
2023,"WA","40-64","Unlicensed Driving","Manual Detection",72,41,375
2023,"WA","65 and over","Mobile Phone Use","Manual Detection",19,0,0
2023,"WA","65 and over","Mobile Phone Use","Unknown",0,0,1
2023,"WA","65 and over","Non Wearing Seatbelts","Manual Detection",22,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",85,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",1618,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",3317,0,0
2023,"WA","65 and over","Speed Fines","Manual Detection",401,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",2027,0,0
2023,"WA","65 and over","Speed Fines","Unknown",0,0,8
2023,"WA","65 and over","Unlicensed Driving","Manual Detection",15,3,17
2023,"WA","Unknown","Speed Fines","Auto detection camera",11,0,0
2023,"WA","Unknown","Speed Fines","Auto detection camera",17,0,0
2023,"WA","Unknown","Speed Fines","Auto detection camera",12,0,0
2023,"QLD","Unknown","Mobile Phone Use","Auto detection camera",77213,0,0
2023,"QLD","Unknown","Mobile Phone Use","Manual Detection",3079,0,0
2023,"QLD","Unknown","Non Wearing Seatbelts","Auto detection camera",33366,0,0
2023,"QLD","Unknown","Non Wearing Seatbelts","Manual Detection",4164,0,0
2023,"QLD","Unknown","Speed Fines","Auto detection camera",9790,0,0
2023,"QLD","Unknown","Speed Fines","Auto detection camera",263939,0,0
2023,"QLD","Unknown","Speed Fines","Auto detection camera",469785,0,0
2023,"QLD","Unknown","Speed Fines","Manual Detection",117112,0,0
2023,"QLD","Unknown","Unlicensed Driving","Manual Detection",27701,0,0
2023,"ACT","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"ACT","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"ACT","0-16","Speed Fines","Manual Detection",1,0,0
2023,"ACT","0-16","Unlicensed Driving","Manual Detection",0,5,9
2023,"ACT","17-25","Mobile Phone Use","Manual Detection",7,0,0
2023,"ACT","17-25","Speed Fines","Auto detection camera",508,0,0
2023,"ACT","17-25","Speed Fines","Auto detection camera",220,0,0
2023,"ACT","17-25","Speed Fines","Manual Detection",27,0,0
2023,"ACT","17-25","Unlicensed Driving","Manual Detection",4,1,7
2023,"ACT","26-39","Mobile Phone Use","Manual Detection",8,0,0
2023,"ACT","26-39","Non Wearing Seatbelts","Manual Detection",3,0,0
2023,"ACT","26-39","Speed Fines","Auto detection camera",1149,0,0
2023,"ACT","26-39","Speed Fines","Auto detection camera",463,0,0
2023,"ACT","26-39","Speed Fines","Manual Detection",52,0,0
2023,"ACT","26-39","Unlicensed Driving","Manual Detection",7,14,30
2023,"ACT","40-64","Mobile Phone Use","Manual Detection",12,0,0
2023,"ACT","40-64","Non Wearing Seatbelts","Manual Detection",3,0,0
2023,"ACT","40-64","Speed Fines","Auto detection camera",2115,0,0
2023,"ACT","40-64","Speed Fines","Auto detection camera",582,0,0
2023,"ACT","40-64","Speed Fines","Manual Detection",33,0,0
2023,"ACT","40-64","Unlicensed Driving","Manual Detection",2,4,12
2023,"ACT","65 and over","Mobile Phone Use","Manual Detection",1,0,0
2023,"ACT","65 and over","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"ACT","65 and over","Speed Fines","Auto detection camera",735,0,0
2023,"ACT","65 and over","Speed Fines","Auto detection camera",243,0,0
2023,"ACT","65 and over","Speed Fines","Manual Detection",4,0,0
2023,"ACT","65 and over","Unlicensed Driving","Manual Detection",0,0,1
2023,"ACT","Unknown","Speed Fines","Auto detection camera",91,0,0
2023,"ACT","Unknown","Speed Fines","Auto detection camera",13,0,0
2023,"NSW","0-16","Non Wearing Seatbelts","Manual Detection",3,0,1
2023,"NSW","0-16","Speed Fines","Manual Detection",2,0,1
2023,"NSW","0-16","Unlicensed Driving","Manual Detection",1,0,7
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",48,0,1
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",70,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",1213,0,5
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",27,0,180
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",54,0,1
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",84,0,4
2023,"NSW","26-39","Speed Fines","Manual Detection",1894,0,10
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",70,0,277
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",61,0,0
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",63,0,1
2023,"NSW","40-64","Speed Fines","Manual Detection",2047,0,6
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",48,0,119
2023,"NSW","65 and over","Mobile Phone Use","Manual Detection",4,0,0
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",24,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",522,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",1,0,13
2023,"NSW","0-16","Non Wearing Seatbelts","Manual Detection",4,0,0
2023,"NSW","0-16","Speed Fines","Manual Detection",3,0,1
2023,"NSW","0-16","Unlicensed Driving","Manual Detection",3,0,15
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",278,0,3
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",137,0,4
2023,"NSW","17-25","Speed Fines","Manual Detection",1387,0,32
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",104,0,425
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",423,0,10
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",173,0,7
2023,"NSW","26-39","Speed Fines","Manual Detection",1694,0,24
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",190,0,667
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",308,0,0
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",132,0,2
2023,"NSW","40-64","Speed Fines","Manual Detection",1503,0,11
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",109,0,416
2023,"NSW","65 and over","Mobile Phone Use","Manual Detection",28,0,0
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",24,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",202,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",7,0,12
2023,"NSW","Unknown","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","0-16","Speed Fines","Manual Detection",0,0,1
2023,"NSW","0-16","Unlicensed Driving","Manual Detection",0,0,4
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",4,0,1
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",27,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",297,0,3
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",9,0,33
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",13,0,1
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",47,0,2
2023,"NSW","26-39","Speed Fines","Manual Detection",553,0,2
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",27,0,72
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",10,0,0
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",36,0,2
2023,"NSW","40-64","Speed Fines","Manual Detection",675,0,3
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",20,0,42
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",4,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",146,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",1,0,7
2023,"NSW","17-25","Speed Fines","Manual Detection",12,0,0
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",0,0,2
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","26-39","Speed Fines","Manual Detection",29,0,1
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",1,0,11
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",6,0,0
2023,"NSW","40-64","Speed Fines","Manual Detection",29,0,0
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",0,0,6
2023,"NSW","65 and over","Speed Fines","Manual Detection",6,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",13,0,0
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","26-39","Speed Fines","Manual Detection",6,0,0
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",0,0,2
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",1,0,0
2023,"NSW","40-64","Speed Fines","Manual Detection",6,0,0
2023,"NSW","Unknown","Mobile Phone Use","Auto detection camera",18057,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",32476,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",2069,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",18135,0,0
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",2,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",1,0,0
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","40-64","Speed Fines","Manual Detection",3,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",1,0,0
2023,"NT","0-16","Speed Fines","Auto detection camera",3,0,0
2023,"NT","0-16","Speed Fines","Manual Detection",1,0,0
2023,"NT","0-16","Unlicensed Driving","Manual Detection",0,4,7
2023,"NT","17-25","Mobile Phone Use","Manual Detection",5,0,0
2023,"NT","17-25","Non Wearing Seatbelts","Manual Detection",9,3,10
2023,"NT","17-25","Speed Fines","Auto detection camera",251,0,0
2023,"NT","17-25","Speed Fines","Manual Detection",40,1,4
2023,"NT","17-25","Speed Fines","Auto detection camera",85,0,0
2023,"NT","17-25","Unlicensed Driving","Manual Detection",7,14,48
2023,"NT","26-39","Mobile Phone Use","Manual Detection",6,0,0
2023,"NT","26-39","Non Wearing Seatbelts","Manual Detection",18,2,11
2023,"NT","26-39","Speed Fines","Auto detection camera",639,0,0
2023,"NT","26-39","Speed Fines","Manual Detection",121,3,6
2023,"NT","26-39","Speed Fines","Auto detection camera",228,0,0
2023,"NT","26-39","Unlicensed Driving","Manual Detection",14,11,43
2023,"NT","40-64","Mobile Phone Use","Manual Detection",5,0,0
2023,"NT","40-64","Non Wearing Seatbelts","Manual Detection",13,0,0
2023,"NT","40-64","Speed Fines","Auto detection camera",702,0,0
2023,"NT","40-64","Speed Fines","Manual Detection",100,0,0
2023,"NT","40-64","Speed Fines","Auto detection camera",381,0,0
2023,"NT","40-64","Unlicensed Driving","Manual Detection",9,0,0
2023,"NT","65 and over","Non Wearing Seatbelts","Manual Detection",2,0,5
2023,"NT","65 and over","Speed Fines","Auto detection camera",154,0,0
2023,"NT","65 and over","Speed Fines","Manual Detection",19,0,4
2023,"NT","65 and over","Speed Fines","Auto detection camera",74,0,0
2023,"NT","65 and over","Unlicensed Driving","Manual Detection",0,2,17
2023,"NT","Unknown","Speed Fines","Auto detection camera",61,0,0
2023,"NT","Unknown","Speed Fines","Auto detection camera",25,0,0
2023,"SA","0-16","Mobile Phone Use","Manual Detection",0,0,0
2023,"SA","0-16","Non Wearing Seatbelts","Manual Detection",0,0,0
2023,"SA","0-16","Speed Fines","Auto detection camera",0,0,0
2023,"SA","0-16","Speed Fines","Auto detection camera",0,0,0
2023,"SA","0-16","Speed Fines","Other",0,0,0
2023,"SA","0-16","Speed Fines","Manual Detection",0,0,0
2023,"SA","0-16","Unlicensed Driving","Manual Detection",0,9,4
2023,"SA","17-25","Mobile Phone Use","Manual Detection",150,0,0
2023,"SA","17-25","Non Wearing Seatbelts","Manual Detection",40,0,0
2023,"SA","17-25","Speed Fines","Auto detection camera",482,0,0
2023,"SA","17-25","Speed Fines","Auto detection camera",886,0,0
2023,"SA","17-25","Speed Fines","Other",0,0,0
2023,"SA","17-25","Speed Fines","Manual Detection",609,3,3
2023,"SA","17-25","Unlicensed Driving","Manual Detection",82,20,49
2023,"SA","26-39","Mobile Phone Use","Manual Detection",239,0,0
2023,"SA","26-39","Non Wearing Seatbelts","Manual Detection",72,0,0
2023,"SA","26-39","Speed Fines","Auto detection camera",1083,0,0
2023,"SA","26-39","Speed Fines","Auto detection camera",2458,0,0
2023,"SA","26-39","Speed Fines","Other",0,0,0
2023,"SA","26-39","Speed Fines","Manual Detection",1131,1,7
2023,"SA","26-39","Unlicensed Driving","Manual Detection",239,58,131
2023,"SA","40-64","Mobile Phone Use","Manual Detection",177,0,0
2023,"SA","40-64","Non Wearing Seatbelts","Manual Detection",113,0,0
2023,"SA","40-64","Speed Fines","Auto detection camera",2287,0,0
2023,"SA","40-64","Speed Fines","Auto detection camera",4066,0,0
2023,"SA","40-64","Speed Fines","Other",0,0,0
2023,"SA","40-64","Speed Fines","Manual Detection",1408,1,7
2023,"SA","40-64","Unlicensed Driving","Manual Detection",209,46,140
2023,"SA","65 and over","Mobile Phone Use","Manual Detection",24,0,0
2023,"SA","65 and over","Non Wearing Seatbelts","Manual Detection",44,0,0
2023,"SA","65 and over","Speed Fines","Auto detection camera",880,0,0
2023,"SA","65 and over","Speed Fines","Auto detection camera",1074,0,0
2023,"SA","65 and over","Speed Fines","Other",0,0,0
2023,"SA","65 and over","Speed Fines","Manual Detection",356,0,1
2023,"SA","65 and over","Unlicensed Driving","Manual Detection",19,2,11
2023,"SA","Unknown","Mobile Phone Use","Manual Detection",0,0,0
2023,"SA","Unknown","Non Wearing Seatbelts","Manual Detection",0,0,0
2023,"SA","Unknown","Speed Fines","Auto detection camera",195,0,0
2023,"SA","Unknown","Speed Fines","Auto detection camera",219,0,0
2023,"SA","Unknown","Speed Fines","Other",0,0,0
2023,"SA","Unknown","Speed Fines","Manual Detection",3,0,0
2023,"SA","Unknown","Unlicensed Driving","Manual Detection",0,0,0
2023,"TAS","0-16","Mobile Phone Use","Manual Detection",0,0,0
2023,"TAS","0-16","Non Wearing Seatbelts","Manual Detection",0,0,1
2023,"TAS","0-16","Speed Fines","Manual Detection",0,0,0
2023,"TAS","0-16","Unlicensed Driving","Manual Detection",0,0,9
2023,"TAS","17-25","Mobile Phone Use","Manual Detection",29,0,0
2023,"TAS","17-25","Non Wearing Seatbelts","Manual Detection",14,0,0
2023,"TAS","17-25","Speed Fines","Auto detection camera",389,0,0
2023,"TAS","17-25","Speed Fines","Manual Detection",319,0,9
2023,"TAS","17-25","Unlicensed Driving","Manual Detection",2,0,27
2023,"TAS","26-39","Mobile Phone Use","Manual Detection",43,0,4
2023,"TAS","26-39","Non Wearing Seatbelts","Manual Detection",26,0,3
2023,"TAS","26-39","Speed Fines","Auto detection camera",1001,0,0
2023,"TAS","26-39","Speed Fines","Manual Detection",562,0,16
2023,"TAS","26-39","Unlicensed Driving","Manual Detection",5,0,61
2023,"TAS","40-64","Mobile Phone Use","Manual Detection",35,0,0
2023,"TAS","40-64","Non Wearing Seatbelts","Manual Detection",18,0,0
2023,"TAS","40-64","Speed Fines","Auto detection camera",1193,0,0
2023,"TAS","40-64","Speed Fines","Manual Detection",642,0,6
2023,"TAS","40-64","Unlicensed Driving","Manual Detection",2,0,37
2023,"TAS","65 and over","Mobile Phone Use","Manual Detection",5,0,0
2023,"TAS","65 and over","Non Wearing Seatbelts","Manual Detection",10,0,0
2023,"TAS","65 and over","Speed Fines","Auto detection camera",419,0,0
2023,"TAS","65 and over","Speed Fines","Manual Detection",207,0,0
2023,"TAS","65 and over","Unlicensed Driving","Manual Detection",0,0,1
2023,"TAS","Unknown","Speed Fines","Auto detection camera",3,0,0
2023,"TAS","Unknown","Speed Fines","Manual Detection",1,0,0
2023,"VIC","0-16","Mobile Phone Use","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",26,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",39,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",152,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",471,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",669,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",21,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",55,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",69,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",649,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",1853,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",1215,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",84,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",40,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",47,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",954,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",3158,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",1587,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",56,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",7,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",23,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",295,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",1492,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",405,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",3,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",820,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",1665,0,0
2023,"VIC","Unknown","Speed Fines","Manual Detection",3,0,0
2023,"VIC","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","0-16","Speed Fines","Manual Detection",2,0,0
2023,"VIC","0-16","Unlicensed Driving","Manual Detection",1,0,0
